has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,118,0,1,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,chiatena.zxy.me,1
1,1,1,0,0,1,0,1,1,0,0,30,3,0,0,70,0,0,34,55,31,56,1,1,1,8024,0,90,27,373,0,1,1,1,1,1,8,1,0,0,0,118,0,blacksheepeventi.com,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,techcrose.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mnsglobal.ge,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,1,0,105,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,ktpn.kalisz.pl,1
1,1,1,0,0,1,1,0,1,0,0,16,2,0,0,52,0,2,19,33,15,37,0,1,1,9011,1,58,2,135,0,1,1,0,0,1,4,1,0,0,0,77,1,dmcc.com.au,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,1,1,0,717,0,23,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0,viccats.camcam.dns-cloud.net,1
1,1,1,0,0,1,0,1,0,0,0,11,5,0,10,29,0,0,13,8,44,26,0,1,0,2629,0,46,33,226,0,1,1,0,0,1,12,1,0,0,0,50,0,logex.com.tr,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,124,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,firebasestorage.googleapis.com,1
1,1,1,0,1,1,0,1,1,0,0,25,4,0,0,42,0,0,55,64,97,48,0,1,1,4690,2,70,42,374,0,1,1,0,0,1,20,1,0,0,0,97,0,birrasalentoshop.it,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,annarborhandsonmuseum-my.sharepoint.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,4,8,8,44,1,1,1,1618,0,12,2,18,0,0,0,0,0,0,3,0,0,0,0,0,0,script.google.com,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,47,1,1,1,1075,1,5,0,18,0,0,0,0,0,0,5,0,0,0,0,22,0,costcutterhome.com,1
0,1,0,0,1,1,0,1,1,0,0,9,0,0,0,7,0,0,13,9,19,0,0,1,0,2988,0,19,14,59,0,0,1,1,1,1,6,0,0,0,0,32,0,marsold.cl,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class.britishonline.co,1
1,1,1,0,0,1,0,0,1,0,1,92,24,0,5,62,0,0,14,26,26,13,0,1,1,10651,0,193,58,732,0,1,1,0,0,1,89,1,0,0,1,199,0,queenofsabaofficial.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477304571.storage.googleapis.com,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,3,1,51,1,0,0,1245,0,6,0,16,0,1,0,0,0,0,21,0,0,0,0,1,0,paulmitchellforcongress.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lucidfestival.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,4,0,0,0,1556,0,13,11,10,0,0,0,0,0,0,4,1,0,0,0,0,0,lydiabradshaw.com,1
1,1,1,0,0,1,0,0,0,0,0,11,1,0,0,34,9,7,2,5,7,25,1,1,1,951,1,29,4,34,0,1,0,1,0,1,21,0,0,0,0,21,1,s.yam.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mytanfarma.com,1
1,1,1,0,0,1,0,1,1,0,0,22,3,0,0,2,0,0,26,4,25,46,0,1,0,1725,1,8,3,127,0,1,1,1,0,1,5,0,0,0,0,21,0,frecciainox.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,124,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,firebasestorage.googleapis.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,1,0,0,66,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,beta.kenaidanceta.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kjmtelecom.com.br,1
1,1,1,0,0,1,0,0,1,0,0,15,2,0,0,59,0,4,7,63,17,63,1,1,1,9860,2,107,40,176,5,1,1,0,1,1,25,0,0,0,0,49,1,bit.ly,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,storage.googleapis.com,1
1,1,0,0,0,1,0,0,1,0,0,18,0,0,0,0,0,5,5,0,23,17,0,1,0,174,0,5,1,59,0,1,0,0,0,0,12,0,0,0,0,0,5,india-medicina.ru,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,36,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,reiscomunicacao.com.br,1
1,1,1,0,1,1,0,0,1,0,0,7,3,0,0,199,0,0,37,64,54,17,0,1,1,11894,0,270,24,474,12,1,1,0,0,1,10,1,0,0,0,260,0,azecra.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,43,1,1,1,812,0,4,5,21,0,0,0,0,0,0,3,0,0,0,0,2,0,home0customer00alertshoersystemcpo42fwon.000webhostapp.com,1
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,9,0,0,3,2,5,14,1,0,0,471,0,14,1,40,0,0,0,0,0,0,3,0,0,0,0,5,0,facebook--videos-----app-----today.blogspot.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mail.jannawels.nl,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,7,6,12,40,8,39,1,1,1,3802,0,50,11,38,8,1,0,0,1,0,5,1,0,0,0,20,1,scoutsantamaria.es,1
1,1,1,0,1,1,0,0,1,0,1,6,1,0,2,77,0,2,31,4,39,12,1,1,1,3220,0,107,21,198,2,1,1,0,0,1,17,1,0,0,1,33,1,toquedsol.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,13,0,0,0,314,0,2,2,6,0,1,0,0,0,0,5,0,0,0,0,2,0,wilstv.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,4,0,0,0,53,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,sertyxese.myfreesites.net,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,1,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f.px1.co,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solbjerg-my.sharepoint.com,1
1,1,1,0,0,1,0,1,0,0,0,3,10,0,0,0,0,0,6,21,11,15,1,0,1,3872,1,24,17,145,14,1,1,0,0,1,4,1,0,0,0,16,0,advonationusa.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1,1,1,223,0,9,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,paullemmerick.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,18,1,0,1,6847,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,sia.cv,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,42,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,liderfmtocos.website.radio.br,1
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,9,0,0,3,2,5,14,1,0,0,460,0,14,1,40,0,0,0,0,0,0,3,0,0,0,0,5,0,paypal-support-help-inc.blogspot.be,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,0,0,4,51,7,37,0,0,1,2254,0,122,57,89,0,0,0,0,0,0,22,0,0,0,0,48,0,i-to.cc,1
1,1,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,7,5,28,24,1,0,0,1936,0,32,19,156,9,1,1,0,0,1,23,1,0,0,0,2,0,etecindsvc.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bbfunding-my.sharepoint.com,1
1,1,1,0,0,1,0,0,0,0,0,6,6,0,0,27,3,11,38,60,37,78,0,1,0,9242,2,80,14,344,8,1,0,0,0,0,7,1,0,0,0,48,2,pd-iskra-lj.si,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,rebrand.ly,1
1,0,1,0,0,1,0,0,0,0,1,0,5,0,0,37,0,0,33,10,21,48,0,1,1,4659,1,43,19,313,12,1,0,0,0,0,27,1,0,0,0,54,0,environaquatech.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30,1,0,0,144,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,budgetbots.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,56,0,0,0,178,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,schachkraft.de,1
1,1,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,8,6,0,0,0,290,0,28,1,13,0,0,1,0,0,0,2,0,0,0,0,8,1,google.com.mx,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,10,1,0,0,100,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,server.skicoupons.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14,0,0,0,327,0,13,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,t.co,1
1,1,0,0,0,1,0,0,1,0,0,2,0,1,0,10,0,0,12,22,24,26,0,1,1,1798,0,16,15,288,0,1,0,0,1,0,27,1,0,0,0,32,0,shopbundlebee.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,2,10,29,1,0,0,391,0,0,2,9,2,0,0,0,0,0,14,0,0,0,0,0,0,grindtimegym.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,43,1,1,1,812,0,4,5,21,0,0,0,0,0,0,3,0,0,0,0,2,0,metrological-focus.000webhostapp.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,43,1,1,1,812,0,4,5,21,0,0,0,0,0,0,3,0,0,0,0,2,0,testq1w2e3r4.000webhostapp.com,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,21,1,0,0,898,0,6,1,27,0,1,1,0,0,0,4,0,0,0,0,6,0,drive.google.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,1,8,5,42,9,73,1,0,1,9799,0,32,0,26,0,0,0,0,0,0,23,0,0,0,0,5,1,webs.gt,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,luckypetshouse.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,56,0,0,0,160,0,0,2,11,0,0,0,0,1,0,4,0,0,0,0,0,0,tinyurl.com,1
1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,21,0,0,6,24,14,125,1,1,1,4299,2,27,10,72,0,0,0,0,0,0,3,0,0,0,0,28,0,split.to,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seekthemes.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,37,1,0,0,188,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,danielescivoli.it,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,7,0,0,0,553,0,2,1,13,0,0,0,0,0,0,6,0,0,0,0,0,0,irs.org,1
1,1,1,0,0,1,0,1,0,0,0,1,3,0,0,29,0,0,50,27,28,44,1,1,1,6780,2,59,14,155,0,1,1,0,0,0,8,1,0,0,0,5,0,gawvs.in,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infopublishersassociation.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kuurid.ee,1
1,1,1,0,1,1,0,0,1,0,0,10,1,0,0,34,0,0,24,37,17,60,1,1,0,14459,0,66,60,167,0,1,1,0,1,1,23,1,0,0,0,39,0,snip.ly,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,1,0,0,124,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,stolizaparketa.ru,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,65,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,experiencebrettjackson.dreamhosters.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,8,1,1,0,101,0,1,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,fotoblad.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,1,0,105,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,ktpn.kalisz.pl,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mail.schoonheidssalonlafinesse.nl,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,4,0,0,0,0,6,0,docs.google.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,43,1,1,1,812,0,4,5,21,0,0,0,0,0,0,3,0,0,0,0,2,0,atxr.000webhostapp.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,4,3,0,4,12,0,0,0,3658,0,11,6,12,0,0,0,0,0,0,3,0,0,0,0,0,1,gueriniarmi.it,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,psicoinspire.com.br,1
1,1,1,0,1,1,0,1,0,0,0,5,6,0,16,33,0,0,14,28,15,24,0,1,1,4797,6,44,21,167,0,0,1,0,0,1,7,1,0,0,0,27,0,lordkrishnaschool.co.in,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,8,1,1,0,101,0,1,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,fotoblad.com,1
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,6,0,0,19,10,23,33,1,1,0,3354,1,30,14,247,4,1,0,0,0,0,11,1,0,0,0,35,0,hotelmontiazzurri.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,33,1,0,0,215,0,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,storm-friendly-property.glitch.me,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14,0,0,0,327,0,13,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,t.co,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,51.255.64.58,1
1,1,1,0,0,1,0,0,0,0,0,2,4,0,0,11,0,0,10,1,15,73,1,0,0,431,3,9,3,41,0,1,1,0,1,1,15,1,0,0,0,9,0,maxvirtude.com.br,1
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,13,0,0,16,6,4,0,1,1,1,602,1,18,3,23,0,1,0,0,0,0,4,0,0,0,0,3,0,metallbaulang.de,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11,27,1,0,0,155,0,0,1,5,0,0,0,0,0,0,4,0,0,0,0,0,0,reception-vocale-smsmobile.webador.com,1
1,1,1,0,0,1,0,1,0,0,0,3,10,0,0,0,0,0,6,21,11,15,1,0,1,3872,1,24,17,145,14,1,1,0,0,1,4,1,0,0,0,16,0,advonationusa.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,elsiriri.com.ar,1
1,1,1,0,0,1,0,1,0,0,0,3,10,0,0,0,0,0,6,21,11,15,1,0,1,3872,1,24,17,145,14,1,1,0,0,1,4,1,0,0,0,16,0,advonationusa.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,56,0,0,0,178,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,schachkraft.de,1
1,1,1,0,0,1,0,0,1,0,0,8,1,0,0,26,0,0,33,19,43,7,0,1,0,1827,0,55,21,130,0,1,1,1,1,1,20,1,0,0,0,10,0,decifra.com.br,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,4,0,0,0,0,6,0,storage.cloud.google.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crowleprimary-my.sharepoint.com,1
1,1,1,0,0,1,0,0,0,0,0,1,3,0,0,19,0,0,31,0,20,16,1,0,1,1369,0,30,9,57,0,1,1,0,0,0,15,1,0,0,0,7,0,gbgabal.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,1,0,0,124,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,stolizaparketa.ru,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,21,1,0,0,898,0,6,1,27,0,1,1,0,0,0,4,0,0,0,0,6,0,sites.google.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,secure-info.co.uk,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,42,0,0,8,1,23,24,0,1,1,2508,1,48,16,94,3,1,0,0,0,0,3,1,0,0,0,10,0,fftcbd.com,1
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,25,7,16,69,1,1,1,1289,0,16,10,132,0,1,1,0,0,0,20,1,0,0,0,26,0,cap114.fr,1
1,1,1,0,0,1,0,1,0,0,0,3,10,0,0,0,0,0,6,21,11,15,1,0,1,3872,1,24,17,145,14,1,1,0,0,1,4,1,0,0,0,16,0,advonationusa.com,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,4,0,0,0,0,6,0,accounts.google.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pips.fis.um.ac.id,1
1,1,0,0,1,1,0,1,1,0,0,24,0,0,0,34,0,0,39,23,36,33,0,1,1,2607,0,40,41,360,33,1,1,1,1,1,18,1,0,0,0,41,0,evnt.com.br,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,subscribes.free.fr,1
1,1,1,0,0,1,0,0,1,0,0,2,3,0,0,24,0,0,19,20,30,72,1,1,1,4527,2,41,36,162,0,1,1,0,0,1,18,0,0,0,0,19,0,sum.vn,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,28,6,24,48,0,1,0,862,0,28,7,90,0,1,0,0,0,0,4,1,0,0,0,47,0,elomo.ro,1
1,1,1,0,1,1,0,1,1,0,0,17,4,0,0,12,0,0,60,10,74,56,1,1,1,2607,2,46,14,114,7,1,1,1,1,1,19,1,0,0,0,51,0,ottawaheroes.ca,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bruninglandscapeltd.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,208,0,0,36,1,18,25,0,1,1,5233,0,211,22,240,6,0,0,0,0,0,5,1,0,0,0,76,0,entraegypt.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,any-connect.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,3,51,3,4,0,0,0,1704,0,36,20,102,0,1,0,0,0,0,10,0,0,0,0,57,0,goldcoastships.com,1
1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,4,0,0,0,0,6,0,docs.google.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grandmarketltd.co.uk,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tapcollective.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marmaladedigital.in,1
1,1,0,0,1,1,0,0,1,0,0,7,0,0,0,44,0,0,2,10,12,52,0,0,0,2574,0,125,63,108,0,0,1,1,0,1,6,0,0,0,0,6,0,topsqueegee.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,251,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,forms.gle,1
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,60,0,5,38,0,0,0,171,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,puntaarenas.cl,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,226,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,1,0,aaaaa.the4orce.net,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,20,0,1,0,147,0,2,1,2,0,0,0,0,0,0,3,0,0,0,0,1,0,welovebellsouthandswbell.weebly.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oneminuteadvantage.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,helda.by,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,30,0,0,16,23,29,59,1,1,1,4701,0,50,34,444,0,1,0,0,1,0,17,1,0,0,0,52,0,billingsmontanarealestate.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,43,1,1,1,812,0,4,5,21,0,0,0,0,0,0,3,0,0,0,0,2,0,hotgrupdewasa-wa.000webhostapp.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sovve.nl,1
1,1,1,0,0,1,0,1,0,0,0,3,9,0,0,40,0,0,9,52,48,11,0,1,0,2209,0,92,28,498,0,1,1,0,1,1,23,1,0,0,0,209,0,familypromisedc.org,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eceadae-my.sharepoint.com,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infopublishersassociation.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,43,1,1,1,812,0,4,5,21,0,0,0,0,0,0,3,0,0,0,0,2,0,payfreee1984.000webhostapp.com,1
1,1,1,0,0,1,0,0,1,0,0,15,2,0,0,59,0,4,7,63,17,63,1,1,1,9860,2,107,40,176,5,1,1,0,1,1,25,0,0,0,0,49,1,bit.ly,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,millenniaco-my.sharepoint.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,21,0,0,0,21,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,r7vfe.csb.app,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,playarprint.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,30,1,0,1,562,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,trivselsdoktoren.dk,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e5b71e19ba2774045.tempsite.link,1
